code,1219,0.020316027088
code,1935,0.0375
code,33015,0.0155172413793
code,4300,0.0409090909091
consider,1219,0.020316027088
forbidden,33015,0.0620689655172
global,33015,0.0620689655172
results,4228,0.132352941176
tested,1219,0.020316027088
thoughtful,1219,0.020316027088
concept,45756,0.0803571428571
gc,79591,0.0772532188841
invariably,1219,0.020316027088
battle,1219,0.020316027088
query,1219,0.020316027088
disk,4300,0.327272727273
lace,79591,0.0386266094421
layers,1219,0.0609480812641
languages,33015,0.0620689655172
tail,33015,0.0620689655172
program,686,0.5625
under,4200,0.818181818182
aspx,1219,0.0406320541761
worth,4228,0.132352941176
resources,79591,0.0772532188841
updated,4228,0.132352941176
downloading,4300,0.327272727273
far,1219,0.010158013544
far,33015,0.0310344827586
horror,79591,0.0386266094421
msil,33015,0.186206896552
account,1219,0.020316027088
choice,45756,0.0803571428571
decide,79591,0.0386266094421
exact,1219,0.020316027088
entire,1219,0.020316027088
shoelace,79591,0.695278969957
turns,1219,0.020316027088
notes,18402,0.195652173913
list,1219,0.020316027088
large,1219,0.0406320541761
persisted,1219,0.020316027088
team,4200,0.818181818182
quick,18402,0.195652173913
commented,1219,0.020316027088
prevent,79591,0.0386266094421
smaller,33015,0.0620689655172
direct,33015,0.0620689655172
initializer,33015,0.0620689655172
go,1219,0.010158013544
go,79591,0.019313304721
second,1219,0.010158013544
second,45756,0.0401785714286
design,1219,0.0406320541761
run,4300,0.163636363636
implemented,45756,0.0803571428571
machines,1219,0.010158013544
machines,4300,0.0818181818182
index,1219,0.020316027088
errors,1935,0.15
directive,33015,0.0620689655172
havoc,1219,0.020316027088
find,1219,0.020316027088
access,1219,0.020316027088
access,33015,0.124137931034
public,79591,0.0772532188841
waiting,45756,0.0803571428571
version,1935,0.075
version,33015,0.0310344827586
new,1219,0.010158013544
new,79591,0.135193133047
net,1219,0.020316027088
net,33015,0.124137931034
method,33015,0.186206896552
disney,45756,0.0803571428571
counters,4228,0.132352941176
hasn,4300,0.163636363636
modify,1219,0.0406320541761
answers,1219,0.0406320541761
hours,45756,0.0803571428571
exceptions,33015,0.0620689655172
objects,1219,0.0304740406321
objects,79591,0.019313304721
studio,1219,0.020316027088
web,1219,0.0406320541761
separation,1219,0.0406320541761
others,4228,0.132352941176
active,1219,0.020316027088
layout,1219,0.020316027088
strong,1219,0.020316027088
b2b,1219,0.020316027088
change,1219,0.020316027088
change,79591,0.0386266094421
wait,45756,0.321428571429
great,18402,0.0978260869565
great,4228,0.0661764705882
healthy,1219,0.020316027088
allows,45756,0.0803571428571
queue,45756,0.160714285714
accomplished,1219,0.020316027088
procedure,1219,0.0609480812641
usually,45756,0.0803571428571
implement,79591,0.115879828326
changes,1935,0.15
csla,1219,0.020316027088
debugger,1219,0.020316027088
extra,4228,0.132352941176
suddenly,1219,0.010158013544
suddenly,79591,0.019313304721
requiring,45756,0.0803571428571
app,1219,0.010158013544
app,18402,0.195652173913
private,79591,0.154506437768
put,1219,0.020316027088
names,33015,0.0620689655172
crawldir,4300,0.163636363636
toys,1219,0.020316027088
apply,45756,0.0803571428571
select,1219,0.0406320541761
everybody,4228,0.132352941176
use,18402,0.0652173913043
use,45756,0.0267857142857
use,79591,0.0128755364807
takes,1219,0.020316027088
working,1219,0.020316027088
suppressfinalize,79591,0.0772532188841
two,1935,0.075
two,4228,0.0330882352941
two,4300,0.0409090909091
two,79591,0.00965665236052
few,1219,0.0406320541761
doubt,4228,0.132352941176
call,1219,0.0609480812641
wondering,79591,0.0386266094421
override,33015,0.0620689655172
toy,18402,0.195652173913
checkout,79591,0.0386266094421
more,1219,0.00677200902935
more,1935,0.05
more,4228,0.0441176470588
started,1219,0.020316027088
becomes,79591,0.0386266094421
folks,1219,0.020316027088
visual,1219,0.020316027088
interaction,1219,0.020316027088
effort,4228,0.132352941176
easiest,1935,0.15
circumstances,4200,0.818181818182
keeping,4228,0.132352941176
thread,686,0.5625
hour,45756,0.0803571428571
f,33015,0.0620689655172
ride,45756,0.0803571428571
work,1935,0.05
work,33015,0.0206896551724
work,79591,0.0128755364807
following,79591,0.0386266094421
example,1219,0.0304740406321
example,18402,0.0978260869565
proof,4228,0.132352941176
control,1935,0.15
figure,45756,0.0803571428571
lock,1219,0.020316027088
cited,1219,0.020316027088
suggestions,4300,0.163636363636
purposes,1219,0.020316027088
high,1219,0.020316027088
something,1219,0.010158013544
something,45756,0.0401785714286
want,1219,0.010158013544
want,4300,0.0818181818182
allowed,33015,0.0620689655172
keep,1219,0.020316027088
native,33015,0.124137931034
needs,1219,0.010158013544
needs,45756,0.0401785714286
end,1219,0.010158013544
end,45756,0.0401785714286
discussion,1219,0.020316027088
spreads,79591,0.0386266094421
feature,1219,0.020316027088
orthogonality,1219,0.020316027088
1,1219,0.020316027088
very,18402,0.0978260869565
very,79591,0.019313304721
occasionally,1935,0.15
famorassem,33015,0.0620689655172
answer,686,0.5625
parameter,1219,0.020316027088
void,79591,0.115879828326
inputs,1219,0.020316027088
abstraction,1219,0.0609480812641
okay,79591,0.0386266094421
mess,79591,0.0386266094421
suppose,686,0.5625
philosophy,1219,0.020316027088
substitute,1219,0.020316027088
applications,1219,0.0711060948081
applications,45756,0.0803571428571
wrong,1219,0.020316027088
designed,45756,0.0803571428571
such,1219,0.020316027088
unlink,4300,0.163636363636
data,1219,0.0812641083521
response,1219,0.020316027088
types,33015,0.124137931034
types,79591,0.019313304721
whenever,1219,0.020316027088
maybe,1219,0.0406320541761
lines,45756,0.0803571428571
element,33015,0.0620689655172
throrough,1219,0.020316027088
complexity,1219,0.020316027088
contravariance,33015,0.0620689655172
recursion,33015,0.0620689655172
order,1219,0.020316027088
talk,1219,0.020316027088
typical,1219,0.020316027088
operations,33015,0.0620689655172
feedback,18402,0.195652173913
developed,1219,0.010158013544
developed,4228,0.0661764705882
over,1219,0.020316027088
move,4300,0.163636363636
argues,1935,0.15
including,1935,0.15
looks,1219,0.010158013544
looks,79591,0.019313304721
replies,1219,0.020316027088
still,79591,0.0386266094421
developer,1219,0.020316027088
perfect,1219,0.020316027088
write,1219,0.0609480812641
solving,45756,0.0803571428571
dispose,79591,0.270386266094
actually,4200,0.409090909091
actually,4228,0.0661764705882
late,4200,0.818181818182
platform,18402,0.195652173913
lt,33015,0.0620689655172
offers,1935,0.15
main,33015,0.0620689655172
defining,33015,0.0620689655172
easier,1219,0.010158013544
easier,33015,0.0310344827586
clr,33015,0.0620689655172
non,33015,0.124137931034
good,18402,0.195652173913
good,45756,0.0401785714286
return,33015,0.0620689655172
python,18402,0.195652173913
similar,1219,0.010158013544
similar,45756,0.120535714286
break,1219,0.020316027088
framework,1935,0.075
framework,4228,0.0661764705882
now,1219,0.0507900677201
now,79591,0.0579399141631
complain,79591,0.0772532188841
several,1219,0.0406320541761
name,1219,0.010158013544
name,33015,0.0310344827586
edit,1219,0.020316027088
queues,45756,0.0803571428571
didn,4300,0.163636363636
someone,1219,0.0406320541761
each,1219,0.010158013544
each,79591,0.019313304721
found,45756,0.0803571428571
side,1219,0.010158013544
side,18402,0.0978260869565
mean,1219,0.0406320541761
